Order Date,Delivery Date,Customer Name,CustomerID,City,Country,Country Code, Cost,Sales,Quantity,Discount,Delivery Cost,MenuID,Course Name,Cuisine Name,Starter Name,Desert Name,Drink,Sides
12/09/2019,19/11/2022,Dal Raper,959,Yanxi,China,CN,235,352.5,1,51.05,96.44,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
21/08/2022,15/12/2022,Gauthier Sapshed,795,Ahmadpur Siāl,Pakistan,PK,75,112.5,2,89.84,65.53,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
21/10/2020,04/05/2022,Gizela Northover,482,Xin Bulag,China,CN,220,330,3,17.4,74.87,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
30/12/2019,28/10/2020,Taffy Shipcott,536,Pateh Sam,Gambia,GM,320,480,2,91.41,79.28,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
05/01/2021,31/08/2020,Forster Pervew,734,Kerikeri,New Zealand,NZ,210,315,1,9.71,62.94,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
12/07/2022,13/12/2021,Arlette Magauran,504,Vanadzor,Armenia,AM,310,465,3,80.34,14.45,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
31/10/2021,09/09/2020,Jameson Yaknov,633,Mulyoagung,Indonesia,ID,225,337.5,3,54.08,17.51,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
08/06/2021,14/06/2021,Esdras Scoffins,963,Sumberbening,Indonesia,ID,190,285,2,98.01,79.63,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
06/04/2020,25/05/2022,Gradey O'Gready,611,Hetian,China,CN,98,147,1,99.24,97.86,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
23/06/2019,10/10/2019,Lowrance Kleinmintz,481,Beigang,China,CN,168.27,252.41,2,30,67.47,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
16/05/2022,29/06/2021,Dore Coyett,643,Kota Bharu,Malaysia,MY,124.62,186.93,3,37.04,2.33,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
30/09/2022,11/05/2020,Baxy Dunkerley,229,Layu,China,CN,144.09,216.14,2,24,75.76,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
04/08/2019,16/12/2020,Charlot Warkup,153,Solok,Indonesia,ID,101.6,152.4,1,10,97.5,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
16/11/2021,11/06/2020,Godfrey Jellicorse,71,Vazhiny,Russia,RU,93.13,139.7,3,53.53,99.07,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
20/12/2021,20/10/2019,Ives Darmody,998,Jiangkou,China,CN,44.57,66.86,3,23,76.95,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
18/11/2019,20/06/2022,Stephi Broose,65,Jacareí,Brazil,BR,91.84,137.76,2,73.09,79.07,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
23/09/2020,14/04/2022,Hervey Ganning,398,Torres,Brazil,BR,133.17,199.76,1,20.33,89.12,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
09/09/2022,07/06/2022,Bennett Pendered,486,Changnyeong,South Korea,KR,52.08,78.12,2,9.12,91.98,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
28/09/2020,04/08/2021,Jilleen Foux,487,Khānaqāh,Afghanistan,AF,83.99,125.99,3,67.77,62.81,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
10/01/2021,02/12/2019,Jefferson Lauderdale,272,Batanghari,Indonesia,ID,69.38,104.07,2,35.44,34.16,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
23/04/2022,13/08/2022,Stirling Santry,270,Chhāgalnāiya,Bangladesh,BD,119.8,179.7,1,31.2,26.82,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
18/07/2021,20/04/2020,Reilly Domonkos,35,Fonte Boa da Brincosa,Portugal,PT,125,187.5,3,61.49,36.69,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
29/09/2019,09/02/2022,Mary Demangel,294,Daszewice,Poland,PL,235,352.5,3,91.14,62.03,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
22/10/2020,05/11/2019,Carolan Di Giacomo,426,Talin Hiag,China,CN,75,112.5,2,97.48,30.17,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
14/05/2021,14/10/2021,Clarette Barreau,730,Zhongtang,China,CN,220,330,1,68.89,10.08,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
15/04/2021,08/01/2022,Germaine Vallack,333,Voronezh,Russia,RU,320,480,2,47.84,14.19,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
10/08/2019,12/09/2022,Alena Geratasch,672,Augsburg,Germany,DE,210,315,3,94.76,67.87,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
11/07/2021,16/08/2020,Dill Beardshall,830,Daohe,China,CN,310,465,2,20,31.25,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
19/10/2022,05/05/2021,Dolorita Drayton,652,Sitrah,Bahrain,BH,225,337.5,1,15,34.68,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
13/06/2020,13/02/2021,Guthry Galpin,60,Forbach,France,FR,190,285,3,10.52,22.68,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
02/11/2021,12/10/2020,Paton Fritzer,790,Nowe Grocholice,Poland,PL,98,147,3,11.23,49.46,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
12/10/2021,20/10/2021,Kelbee Illesley,921,Sete Lagoas,Brazil,BR,168.27,252.41,2,51.05,28.02,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
30/06/2022,04/11/2022,Christabella Coathup,567,Bangil,Indonesia,ID,124.62,186.93,1,89.84,9.48,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
21/12/2020,05/10/2020,Ephrem Steers,401,Saint-André-Avellin,Canada,CA,144.09,216.14,2,17.4,43.62,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
09/11/2020,17/08/2020,Melesa Halahan,222,Fernando Gutierrez Barrios,Mexico,MX,101.6,152.4,3,91.41,55.72,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
15/06/2020,26/03/2020,Laney Fadden,707,Daruoyan,China,CN,93.13,139.7,2,9.71,60.51,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
25/08/2020,17/07/2020,Giacopo Bramich,645,Ongjin,North Korea,KP,44.57,66.86,1,80.34,96.75,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
17/08/2021,24/04/2020,Lia Bonar,907,Quince Mil,Peru,PE,91.84,137.76,3,54.08,36.37,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
14/08/2021,13/04/2020,Merrill Baudon,725,Susaki,Japan,JP,133.17,199.76,3,98.01,5.49,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
20/12/2020,02/02/2021,Tasia Fautly,808,Tobruk,Libya,LY,52.08,78.12,2,99.24,63.64,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
01/03/2020,13/01/2020,Angel Veschambre,762,Rafael Hernandez Ochoa,Mexico,MX,83.99,125.99,1,30,5.04,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
04/10/2021,26/10/2019,Sheilah Maestro,103,Belozërskoye,Russia,RU,69.38,104.07,2,37.04,56.95,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
09/10/2021,27/12/2020,Audie Willcocks,846,Póvoa do Valado,Portugal,PT,119.8,179.7,3,24,91.05,8,Bean soup,Turkish,Flatbread,Ice cream,Corfu Red Wine,Potato salad
27/12/2021,16/04/2021,Mart Malsher,895,Gal’bshtadt,Russia,RU,125,187.5,2,10,86.28,9,Pizza,Greek,Minestrone,Cheesecake,Italian Coffee,Bruschetta
05/03/2020,13/11/2021,Magdalen Lacheze,206,Fuyang,China,CN,235,352.5,1,53.53,31.34,10,Carbonara,Italian,Tomato bread,Affogato,Roma Red wine,Focaccia
20/07/2019,28/11/2019,Margarita Mancktelow,42,Pindiga,Nigeria,NG,75,112.5,3,23,85.08,11,Kabasa,Italian,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
26/06/2022,17/04/2021,Ashil Brogini,705,Wakayama-shi,Japan,JP,220,330,3,73.09,25.98,12,Shwarma,Turkish,Hummus,Baklava,Turkish Coffee,Fries
03/12/2020,07/01/2022,Arthur Mathewson,95,Qingshan,China,CN,320,480,2,20.33,96.84,1,Greek salad,Greek,Olives,Greek yoghurt,Athens White wine,Tapas
13/04/2022,05/07/2020,Ennis Dungate,80,Pueblo Viejo,Panama,PA,210,315,1,9.12,31.22,2,Bean soup,Italian,Flatbread,Ice cream,Corfu Red Wine,Potato salad
22/08/2020,17/03/2020,Tiffani Halstead,545,Chelbasskaya,Russia,RU,310,465,2,67.77,88.76,3,Pizza,Italian,Minestrone,Cheesecake,Italian Coffee,Bruschetta
30/09/2020,27/11/2021,Roddie Winterbotham,742,Leticia,Colombia,CO,225,337.5,3,35.44,63.21,4,Carbonara,Turkish,Tomato bread,Affogato,Roma Red wine,Focaccia
04/09/2019,14/10/2022,Pincas Stearn,96,Bielefeld,Germany,DE,190,285,2,31.2,17.25,5,Kabasa,Greek,Falafel,Turkish yoghurt,Ankara White Wine,Meatballs
29/04/2021,03/12/2019,Tony Crabtree,822,Kuzhu,China,CN,98,147,1,61.49,39.3,6,Shwarma,Italian,Hummus,Baklava,Turkish Coffee,Fries
14/04/2020,06/04/2022,Tamarah Filasov,848,Kertamukti,Indonesia,ID,168.27,252.41,3,91.14,53.56,7,Greek salad,Italian,Olives,Greek yoghurt,Athens White wine,Tapas
24/04/2020,29/12/2019,Pen Pruce,657,Yeghegnut,Armenia,AM,124.62,186.93,3,97.48,28.6,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
30/09/2019,30/12/2020,Boot Burree,361,Baisangguan,China,CN,144.09,216.14,2,68.89,61.97,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
08/06/2021,15/12/2021,Sabra Calbreath,63,Františkovy Lázně,Czech Republic,CZ,101.6,152.4,1,47.84,36.98,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
01/06/2020,28/09/2021,Obidiah Zanicchi,851,Tabu,Indonesia,ID,93.13,139.7,2,94.76,27.07,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
03/11/2021,05/01/2020,Anders Stowe,712,Da’anshan,China,CN,44.57,66.86,3,20,60.52,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
02/02/2020,04/02/2020,Locke Janaway,781,Jelat,Indonesia,ID,91.84,137.76,2,15,56.51,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
13/09/2019,11/10/2020,Kaylyn Colebourne,238,Shuangqiao,China,CN,133.17,199.76,1,10.52,10.69,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
25/08/2020,03/09/2022,Noni Quickenden,852,Mont-Royal,Canada,CA,52.08,78.12,3,11.23,95.63,20,Pizza,Italian,Flatbread,Cheesecake,Italian Coffee,Bruschetta
22/04/2021,19/04/2020,Alan Paskell,941,Longzui,China,CN,83.99,125.99,3,51.05,27.41,21,Carbonara,Turkish,Minestrone,Affogato,Roma Red wine,Focaccia
09/08/2019,06/11/2020,Anny Pattemore,914,Karanganyar,Indonesia,ID,69.38,104.07,2,89.84,41.35,22,Kabasa,Greek,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
12/04/2022,19/11/2022,Les Harmson,47,Podkamennaya Tunguska,Russia,RU,119.8,179.7,1,17.4,81.65,23,Shwarma,Italian,Falafel,Baklava,Turkish Coffee,Fries
28/01/2022,12/03/2021,Horatio Lundy,343,Huangcun,China,CN,125,187.5,2,91.41,29.39,24,Greek salad,Italian,Hummus,Greek yoghurt,Athens White wine,Tapas
02/04/2021,31/08/2022,Sibley Rodder,454,Tyvriv,Ukraine,UA,235,352.5,3,9.71,80.78,13,Bean soup,Turkish,Olives,Ice cream,Corfu Red Wine,Potato salad
23/11/2021,25/08/2020,Dniren Copperwaite,776,Zhuhu,China,CN,75,112.5,2,80.34,89.49,14,Pizza,Greek,Flatbread,Cheesecake,Italian Coffee,Bruschetta
05/04/2022,16/12/2019,Sorcha Beesley,878,Zabrat,Azerbaijan,AZ,220,330,1,54.08,85.67,15,Carbonara,Italian,Minestrone,Affogato,Roma Red wine,Focaccia
10/08/2019,24/01/2022,Alison Jamieson,538,Cambuí,Brazil,BR,320,480,3,98.01,3.41,16,Kabasa,Italian,Tomato bread,Turkish yoghurt,Ankara White Wine,Meatballs
27/02/2022,04/04/2021,Dre Danher,783,Libei,China,CN,210,315,3,99.24,84.09,17,Shwarma,Turkish,Falafel,Baklava,Turkish Coffee,Fries
08/08/2019,09/10/2020,Chris Gummer,882,Kubangwaru,Indonesia,ID,310,465,2,30,49.69,18,Greek salad,Greek,Hummus,Greek yoghurt,Athens White wine,Tapas
04/05/2022,06/05/2021,Adiana Shirtliff,969,Haradzyeya,Belarus,BY,225,337.5,1,37.04,15.9,19,Bean soup,Italian,Olives,Ice cream,Corfu Red Wine,Potato salad
05/10/2020,19/12/2022,Derry Davis,253,La Loma,Panama,PA,190,285,2,24,80.86,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
27/01/2021,25/01/2021,Lenci McFadzean,77,El Triunfo de la Cruz,Honduras,HN,98,147,3,10,33.7,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
14/08/2019,07/01/2022,Uriel Grooby,180,Izumi,Japan,JP,168.27,252.41,2,53.53,18.6,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
25/11/2021,05/12/2020,Jillayne Gaiford,247,Būlaevo,Kazakhstan,KZ,124.62,186.93,1,23,86.02,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
29/09/2019,12/03/2022,Tiertza Doogan,761,Ovsyanka,Russia,RU,144.09,216.14,3,73.09,35.33,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
13/04/2022,18/03/2021,Ilario Michie,287,Pindiga,Nigeria,NG,101.6,152.4,3,20.33,31.82,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
10/12/2020,12/11/2019,Sarah Plaschke,40,Narathiwat,Thailand,TH,93.13,139.7,2,9.12,54.59,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
19/11/2022,30/12/2022,Skipp Lowater,57,Pacaraos,Peru,PE,44.57,66.86,1,67.77,51.93,32,Carbonara,Italian,Flatbread,Affogato,Roma Red wine,Focaccia
16/08/2021,17/04/2021,Maddalena Wolfinger,828,Senanga,Zambia,ZM,91.84,137.76,2,35.44,45.57,33,Kabasa,Italian,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
13/06/2021,31/08/2022,Mariquilla Labbe,189,Notsé,Togo,TG,133.17,199.76,3,31.2,78.35,34,Shwarma,Turkish,Tomato bread,Baklava,Turkish Coffee,Fries
02/02/2021,28/12/2021,Cornelius Harkess,572,Morelos,Mexico,MX,52.08,78.12,2,61.49,17.19,35,Greek salad,Greek,Falafel,Greek yoghurt,Athens White wine,Tapas
07/03/2022,08/09/2021,Erv Padrick,594,Phichai,Thailand,TH,83.99,125.99,1,91.14,83.86,36,Bean soup,Italian,Hummus,Ice cream,Corfu Red Wine,Potato salad
02/12/2022,08/11/2020,Fielding Struys,31,Shensuo,China,CN,69.38,104.07,3,97.48,91.47,25,Pizza,Italian,Olives,Cheesecake,Italian Coffee,Bruschetta
16/12/2019,01/09/2022,Purcell Eyer,842,Qulsary,Kazakhstan,KZ,119.8,179.7,3,68.89,60.4,26,Carbonara,Turkish,Flatbread,Affogato,Roma Red wine,Focaccia
27/05/2022,26/11/2021,Pietra Dibdall,972,El Alamo,Mexico,MX,125,187.5,2,47.84,22.02,27,Kabasa,Greek,Minestrone,Turkish yoghurt,Ankara White Wine,Meatballs
29/03/2020,21/03/2021,Dyanne Labbet,433,Samanggen,Indonesia,ID,235,352.5,1,94.76,32.74,28,Shwarma,Italian,Tomato bread,Baklava,Turkish Coffee,Fries
12/01/2021,02/01/2021,Elsworth Stannas,743,Jinhai,China,CN,75,112.5,2,20,51.13,29,Greek salad,Italian,Falafel,Greek yoghurt,Athens White wine,Tapas
12/08/2022,20/02/2022,Marlo McGeaney,660,Matangshan,China,CN,220,330,3,15,54.68,30,Bean soup,Turkish,Hummus,Ice cream,Corfu Red Wine,Potato salad
27/03/2022,12/05/2020,Calvin Aucock,179,Ngarus,Indonesia,ID,320,480,2,10.52,62.4,31,Pizza,Greek,Olives,Cheesecake,Italian Coffee,Bruschetta
15/02/2022,26/08/2020,Prudence Eastlake,144,Stockholm,Sweden,SE,210,315,1,11.23,63.51,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
11/10/2021,02/06/2021,Gwenora Beauchamp,966,Petauke,Zambia,ZM,310,465,3,51.05,3.76,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
24/08/2020,17/07/2020,Jerrie Jiran,584,Lorena,Brazil,BR,225,337.5,3,89.84,43.56,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
17/06/2021,10/06/2022,Linc Martynov,171,Saint-Malo,France,FR,190,285,2,17.4,9.37,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
12/01/2021,24/08/2021,Jackie Kment,891,Bến Cầu,Vietnam,VN,98,147,1,91.41,81.98,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
03/12/2021,05/10/2021,Phil Schapero,296,Rancapare,Indonesia,ID,168.27,252.41,2,9.71,21.45,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
03/11/2019,28/08/2022,Giusto Sheavills,601,Mospyne,Ukraine,UA,124.62,186.93,3,80.34,32.78,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
03/07/2019,22/10/2022,Emmalynne Hairs,413,Lewobelek,Indonesia,ID,144.09,216.14,2,54.08,46.02,44,Kabasa,Greek,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
09/10/2021,25/04/2021,Mirna Rosita,355,Novorossiysk,Russia,RU,101.6,152.4,1,98.01,95.19,45,Shwarma,Italian,Minestrone,Baklava,Turkish Coffee,Fries
06/09/2021,24/06/2021,Alard Briat,8,Kyshtym,Russia,RU,93.13,139.7,3,99.24,31.52,46,Greek salad,Italian,Tomato bread,Greek yoghurt,Athens White wine,Tapas
30/08/2020,21/05/2020,Ferdinand Fowley,801,Ntungamo,Uganda,UG,44.57,66.86,3,30,55.26,47,Bean soup,Turkish,Falafel,Ice cream,Corfu Red Wine,Potato salad
05/08/2019,06/05/2020,Averell Joint,36,Hancheng,China,CN,91.84,137.76,2,37.04,82.34,48,Pizza,Greek,Hummus,Cheesecake,Italian Coffee,Bruschetta
16/10/2022,10/01/2020,Deane Benbough,244,Dongxin,China,CN,133.17,199.76,1,24,48.78,37,Carbonara,Italian,Olives,Affogato,Roma Red wine,Focaccia
19/12/2021,21/10/2021,Grenville Hyne,375,Shawan,China,CN,52.08,78.12,2,10,29.71,38,Kabasa,Italian,Flatbread,Turkish yoghurt,Ankara White Wine,Meatballs
15/08/2019,15/05/2021,Asia McNess,940,Carromeu,Portugal,PT,83.99,125.99,3,53.53,48.52,39,Shwarma,Turkish,Minestrone,Baklava,Turkish Coffee,Fries
28/05/2020,28/02/2021,Fayre Crocket,789,Kohila,Estonia,EE,69.38,104.07,2,23,26.73,40,Greek salad,Greek,Tomato bread,Greek yoghurt,Athens White wine,Tapas
11/12/2019,27/03/2021,Olive Jeannon,949,Kizhinga,Russia,RU,119.8,179.7,1,73.09,19.95,41,Bean soup,Italian,Falafel,Ice cream,Corfu Red Wine,Potato salad
15/05/2022,14/07/2021,Karoline Pocock,170,Bislig,Philippines,PH,125,187.5,3,20.33,22.75,42,Pizza,Italian,Hummus,Cheesecake,Italian Coffee,Bruschetta
06/06/2021,13/01/2021,Rosanne Zorzutti,82,Oji River,Nigeria,NG,235,352.5,3,9.12,22.4,43,Carbonara,Turkish,Olives,Affogato,Roma Red wine,Focaccia
28/04/2021,07/07/2021,Kele Bracknell,508,Pisangkemeng,Indonesia,ID,75,112.5,2,67.77,65.44,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
22/01/2022,13/02/2022,Artair Lant,25,Ulety,Russia,RU,220,330,1,35.44,55.93,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
15/08/2021,07/04/2021,Marielle Buffey,511,Mogoditshane,Botswana,BW,320,480,2,31.2,45.3,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
17/07/2019,25/09/2020,Maighdiln Lamswood,223,Guangshun,China,CN,210,315,3,61.49,7.25,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
10/08/2022,11/06/2022,Deina Agus,532,Molagavita,Colombia,CO,310,465,2,91.14,69.28,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
08/01/2021,22/06/2021,Cirilo Koschek,376,Garešnica,Croatia,HR,225,337.5,1,97.48,17.37,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
06/07/2022,01/07/2022,Konrad Standering,714,Sanshan,China,CN,190,285,3,68.89,15.72,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
01/07/2020,22/03/2021,Lilyan Schohier,400,Youchou,China,CN,98,147,3,47.84,71.12,56,Shwarma,Turkish,Flatbread,Baklava,Turkish Coffee,Fries
19/08/2022,24/06/2021,Eva Dulake,815,Voiron,France,FR,168.27,252.41,2,94.76,9.94,57,Greek salad,Greek,Minestrone,Greek yoghurt,Athens White wine,Tapas
20/11/2020,19/04/2021,Roi Critzen,411,Leninsk,Russia,RU,124.62,186.93,1,20,4.27,58,Bean soup,Italian,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
14/12/2020,03/07/2022,Darby McLae,90,Sinmak,North Korea,KP,144.09,216.14,2,15,64.77,59,Pizza,Italian,Falafel,Cheesecake,Italian Coffee,Bruschetta
30/10/2019,19/07/2022,Christian Yeld,717,Parigi,Indonesia,ID,101.6,152.4,3,10.52,77.22,60,Carbonara,Turkish,Hummus,Affogato,Roma Red wine,Focaccia
24/08/2022,08/06/2021,Delilah Ayerst,241,Ngedhusuba,Indonesia,ID,93.13,139.7,2,11.23,29.57,49,Kabasa,Greek,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
22/02/2020,22/02/2022,Hynda Skeel,379,Mata-Utu,Wallis and Futuna,WF,44.57,66.86,1,51.05,71.1,50,Shwarma,Italian,Flatbread,Baklava,Turkish Coffee,Fries
01/11/2019,05/11/2021,Mill Lambell,449,Otuzco,Peru,PE,91.84,137.76,3,89.84,30.69,51,Greek salad,Italian,Minestrone,Greek yoghurt,Athens White wine,Tapas
13/09/2019,15/04/2022,Melicent Gieves,224,Jangkat,Indonesia,ID,133.17,199.76,3,17.4,5.97,52,Bean soup,Turkish,Tomato bread,Ice cream,Corfu Red Wine,Potato salad
15/08/2022,10/02/2020,Melisent Claessens,303,Tân Phú,Vietnam,VN,52.08,78.12,2,91.41,64.97,53,Pizza,Greek,Falafel,Cheesecake,Italian Coffee,Bruschetta
02/11/2019,30/07/2021,Son Hurworth,800,Cruz Alta,Brazil,BR,83.99,125.99,1,9.71,83.78,54,Carbonara,Italian,Hummus,Affogato,Roma Red wine,Focaccia
05/05/2022,01/01/2021,Martainn Van Zon,190,Su-ngai Kolok,Thailand,TH,69.38,104.07,2,80.34,28.9,55,Kabasa,Italian,Olives,Turkish yoghurt,Ankara White Wine,Meatballs
20/02/2022,28/04/2022,Elladine Kobiela,260,Bajos de Haina,Dominican Republic,DO,119.8,179.7,3,54.08,4.52,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
20/04/2021,14/08/2021,Candy Simoncelli,442,Shuiting,China,CN,125,187.5,2,98.01,47.22,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
22/01/2021,30/09/2020,Berkley Petrashov,409,La Rioja,Argentina,AR,235,352.5,1,99.24,60.19,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
12/12/2021,08/12/2022,Eba Harriagn,3,La Calera,Argentina,AR,75,112.5,3,30,13.63,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
28/02/2020,10/12/2021,Wilek Ivanyushkin,581,Maych’ew,Ethiopia,ET,220,330,3,37.04,22.46,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
05/06/2022,30/09/2022,Kalindi Ryman,126,Sumbersari Wetan,Indonesia,ID,320,480,2,24,92.87,66,Kabasa,Greek,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
19/06/2021,31/10/2020,Viva Foulstone,773,Opatówek,Poland,PL,210,315,1,10,76.56,67,Shwarma,Italian,Olives,Baklava,Turkish Coffee,Fries
14/10/2019,10/11/2019,Hermione Crix,255,Tuopu,China,CN,310,465,2,53.53,16,68,Greek salad,Italian,Flatbread,Greek yoghurt,Athens White wine,Tapas
11/08/2022,18/01/2021,Evan Goldsbury,803,Businovo,Russia,RU,225,337.5,3,23,16.17,69,Bean soup,Turkish,Minestrone,Ice cream,Corfu Red Wine,Potato salad
21/12/2021,12/01/2022,Linus Gresham,656,Cañas,Costa Rica,CR,190,285,2,73.09,74.87,70,Pizza,Greek,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
18/02/2020,12/11/2022,Malchy Huddlestone,724,Hradec Králové,Czech Republic,CZ,98,147,1,20.33,65.51,71,Carbonara,Italian,Falafel,Affogato,Roma Red wine,Focaccia
26/02/2020,27/04/2020,Hakeem Leadston,962,Haoxue,China,CN,168.27,252.41,3,9.12,4.66,72,Kabasa,Italian,Hummus,Turkish yoghurt,Ankara White Wine,Meatballs
13/12/2022,31/10/2022,Lucilia Sandeman,834,Liangjing,China,CN,124.62,186.93,3,67.77,49.98,61,Shwarma,Turkish,Olives,Baklava,Turkish Coffee,Fries
30/12/2021,19/01/2021,Yorgos Staite,889,Hartswater,South Africa,ZA,144.09,216.14,2,35.44,65.47,62,Greek salad,Greek,Flatbread,Greek yoghurt,Athens White wine,Tapas
07/05/2021,03/10/2022,Lenore Tabb,258,Mayuan,China,CN,101.6,152.4,1,31.2,70.45,63,Bean soup,Italian,Minestrone,Ice cream,Corfu Red Wine,Potato salad
17/09/2019,14/12/2021,Cathleen Gooday,539,Sabugo,Portugal,PT,93.13,139.7,2,61.49,44.7,64,Pizza,Italian,Tomato bread,Cheesecake,Italian Coffee,Bruschetta
10/03/2020,14/09/2022,Heinrick Setchfield,920,Yushikalasu,China,CN,44.57,66.86,3,91.14,63.85,65,Carbonara,Turkish,Falafel,Affogato,Roma Red wine,Focaccia
